Area,CD19 (Opal 480) Mean,CD19_Mean,CD3 (Opal 540) Mean,CD3_Mean,CD68 (Opal 520) Mean,CD68_Mean,CD8 (Opal 650) Mean,CD8_Mean,CK (Opal 780) Mean,CK_Mean,Dapi (DAPI) Mean,IER3 (Opal 620) Mean,Ki67 (Opal 690) Mean,cell_id,cell_type_FlowSOM_QC,cell_type_auto_int,cell_type_inform_int,cell_type_manual_int,pStat3 (Opal 570) Mean,sample_id_int,tsne_1,tsne_2
181,0,0,0.084,0,11.68,0.485,0.292,0,0.309,0.185,8.469,0.057,0.498,2160,4,4,6,4,0.151,9,61.0811,-15.8708
127,0,0,0.118,0,3.477,0.187,0.262,0,0.362,0.357,3.01,0.078,0.066,2170,5,5,6,5,0.107,9,43.2884,38.8673
50,0,0,0.073,0,5.884,0.42,0.286,0,0.243,0.028,6.822,0.028,1.858,2180,4,4,6,4,0.124,9,63.3521,18.6785
237,0,0,0.136,0,0.682,0,0.191,0,0.355,0.389,3.34,0.19,0.028,2182,5,5,6,5,0.083,9,-16.2647,-27.7398
148,0,0,0.145,0,0.72,1.71E-05,0.288,0,0.512,0.687,4.27,0.21,0.108,2196,5,5,6,5,0.068,9,-1.02087,-33.6736
417,0,0,0.12,0,0.559,0,0.251,0,0.28,0.331,4.394,0.129,0.687,2200,5,5,6,5,0.066,9,-27.8721,0.0129378
109,0,0,0.101,0,0.991,0.0008068,0.238,0,0.322,0.564,3.886,0.162,0.04,2201,5,5,6,5,0.066,9,13.7109,-13.5629
61,0,0,0.093,0,0.702,0.0004325,0.21,0,0.256,0.115,7.683,0.087,0.054,2203,5,5,6,5,0.088,9,-7.90001,-4.1006
381,0,0,0.111,0,0.598,0,0.21,0,0.267,0.243,6.867,0.109,0.058,2205,5,5,6,5,0.061,9,-20.1377,-1.3007
84,0,0,0.145,0,0.762,1.51E-05,0.231,0,0.33,0.522,6.137,0.108,0.031,2213,5,5,6,5,0.068,9,-3.25886,-17.9312
339,0,0,0.108,0,0.662,0.005,0.187,0,0.272,0.448,4.84,0.149,0.047,2215,5,5,6,5,0.056,9,-12.5296,-4.59374
202,0,0,0.118,0,0.801,6.26E-06,0.27,0,0.328,0.21,5.978,0.121,0.029,2243,5,5,6,5,0.079,9,-1.47384,-21.3588
156,0,0,0.102,0,6.618,0.301,0.225,0,0.283,0.082,5.329,0.056,0.044,2247,4,4,6,4,0.133,9,63.3875,11.8281
376,0,6.72E-06,0.095,0,0.489,0,0.167,0,0.264,0.238,6.736,0.117,0.029,2253,5,5,6,5,0.059,9,-48.4778,1.58325
285,0,0,0.137,0,0.861,1.28E-05,0.226,0,0.303,0.182,5.729,0.128,0.029,2254,5,5,6,5,0.074,9,4.46017,-13.7495
492,0,0,0.117,0,0.579,0,0.216,0,0.285,0.375,4.789,0.161,0.031,2258,5,5,6,5,0.065,9,-25.8372,-4.23482
61,0,0,0.107,0,0.45,0,0.187,0,0.213,0.142,5.078,0.139,0.045,2260,5,5,6,5,0.054,9,-48.0864,8.00364
143,0,0,0.112,0,0.582,0,0.239,0,0.288,0.293,4.19,0.185,0.076,2269,5,5,6,5,0.08,9,-26.6621,-4.62337
179,0,0,0.087,0,0.475,0,0.2,0,0.331,0.401,5.939,0.137,0.316,2274,5,5,6,5,0.066,9,-51.869,-6.33499
221,0,0,0.133,0,1.423,0.0007558,0.245,0,0.492,0.633,5.59,0.174,0.024,2283,5,5,6,5,0.082,9,33.2143,-9.08905
240,0,0,0.116,0,0.453,0,0.17,0,0.26,0.331,7.084,0.11,0.063,2287,5,5,6,5,0.067,9,-50.0285,0.418977
392,0,0,0.089,0,0.448,0,0.2,0,0.329,0.412,6.075,0.159,0.042,2291,5,5,6,5,0.056,9,-53.34,-5.71186
61,0,0,0.127,0,1.256,0.001,0.336,0,0.423,0.439,8.82,0.124,0.038,2295,5,5,6,5,0.104,9,34.3779,-20.1388
244,0,0,0.114,0,3.401,0.073,0.258,0,0.478,0.533,3.57,0.113,0.041,2296,5,5,6,5,0.113,9,40.8689,38.1563
243,0,0,0.127,0,0.581,0,0.216,0,0.333,0.415,4.842,0.176,0.041,2308,5,5,6,5,0.065,9,-26.64,-11.1017
316,0,0,0.099,0,2.238,0.114,0.192,0,0.313,0.455,3.846,0.114,0.047,2318,5,5,6,5,0.075,9,36.991,17.5899
258,0,0,0.13,0,3.032,0.157,0.262,0,0.375,0.304,6.17,0.127,0.026,2323,5,5,6,5,0.105,9,39.1269,33.2409
163,0,0,0.114,0,2.603,0.102,0.263,0,0.276,0.201,8.639,0.114,0.043,2331,5,5,6,5,0.076,9,38.2705,25.38
246,0,0,0.104,0,0.48,0,0.181,0,0.265,0.203,5.835,0.08,0.048,2335,5,5,6,5,0.067,9,-48.7097,0.895812
215,0,0,0.101,0,1.371,0.053,0.229,0,0.303,0.239,6.367,0.091,0.031,2338,5,5,6,5,0.082,9,28.0673,-3.28414
85,0.001,0.0002302,0.115,0,1.459,0.038,0.245,0,0.219,0.1,9.314,0.063,0.09,2342,5,5,6,5,0.065,9,29.1826,-0.633334
165,0,0,0.108,0,0.587,0,0.195,0,0.329,0.159,4.597,0.11,0.112,2345,5,5,6,5,0.061,9,-25.0534,-7.3771
236,0,0,0.165,0,2.495,0.11,0.227,0,0.3,0.531,3.021,0.149,0.032,2349,5,5,6,5,0.068,9,37.6929,23.4088
190,0,0,0.117,0,0.564,0,0.202,0,0.255,0.356,6.575,0.147,0.031,2350,5,5,6,5,0.057,9,-24.5732,0.243905
329,0.001,3.07E-05,0.101,0,5.993,0.414,0.298,0,0.361,0.312,8.66,0.08,1.171,2362,4,4,6,4,0.117,9,63.0198,17.7863
291,0,0,0.086,0,2.857,0.135,0.225,0,0.287,0.194,6.904,0.083,0.035,2364,5,5,6,5,0.098,9,38.9484,29.6193
267,0,0,0.101,0,6.594,0.379,0.262,0,0.356,0.291,4.113,0.138,0.036,2365,4,4,6,4,0.12,9,63.2272,12.0139
212,0,0,0.134,0,0.563,0,0.232,0,0.421,0.419,5.621,0.177,0.236,2371,5,5,6,5,0.061,9,-33.4649,-35.6046
267,0,0,0.133,0,5.016,0.176,0.243,0,0.228,0.102,6.242,0.116,0.031,2378,5,4,6,5,0.119,9,60.1505,28.3161
339,0.001,4.29E-05,0.086,0,6.316,0.288,0.264,0,0.216,0.075,8.607,0.062,0.091,2385,4,4,6,6,0.103,9,63.7262,14.6239
187,0,0,0.11,0,2.842,0.062,0.214,0,0.266,0.374,9.497,0.088,0.057,2392,5,5,6,5,0.095,9,39.158,29.3793
332,0,7.62E-06,0.1,0,0.766,0.003,0.198,0,0.282,0.463,6.267,0.119,0.039,2393,5,5,6,5,0.051,9,-3.43766,-8.32073
111,0,0,0.111,0,1.544,0,0.244,0,0.51,0.758,3.883,0.15,0.118,2396,5,5,6,5,0.099,9,35.2772,-7.63413
37,0,0,0.094,0,7.352,0.268,0.205,0,0.226,0.071,9.507,0.06,0.059,2399,4,4,6,6,0.161,9,62.8394,6.54066
260,0,0,0.094,0,1.076,0,0.246,0,0.304,0.266,11.806,0.135,0.04,2403,5,5,6,5,0.08,9,17.4702,-8.5968
183,0,2.07E-05,0.171,0,0.575,2.20E-05,0.262,0,0.241,0.25,8.413,0.161,0.053,2407,5,5,6,5,0.094,9,-20.5374,-7.1312
677,0,0,0.129,0,0.577,5.60E-06,0.22,0,0.224,0.214,8.086,0.107,0.035,2408,5,5,6,5,0.057,9,-21.9081,2.76017
163,0.001,0,0.1,0,4.725,0.421,0.225,0,0.252,0.031,8.081,0.074,0.102,2409,4,4,6,4,0.091,9,58.6218,31.3233
102,0,0,0.111,0,0.632,0,0.229,0,0.383,0.29,4.552,0.182,0.043,2420,5,5,6,5,0.093,9,-21.8246,-37.5361
356,0,0,0.11,0,5.242,0.318,0.265,0.0001261,0.207,0.104,3.905,0.051,0.563,2421,4,4,6,5,0.092,9,61.2454,25.3867
173,0,0,0.111,0,0.89,0.008,0.204,0,0.313,0.554,9.341,0.138,0.037,2423,5,5,6,5,0.063,9,6.74009,-15.705
325,0.001,0,0.123,0,6.988,0.512,0.262,0,0.341,0.267,8.607,0.08,0.055,2425,4,4,6,4,0.121,9,62.9396,9.26049
202,0,0,0.104,0,0.849,0.006,0.225,0,0.413,0.547,6.261,0.142,0.035,2428,5,5,6,5,0.083,9,7.63393,-23.6841
84,0,0,0.122,0,0.61,0,0.184,0,0.246,0.309,8.29,0.142,0.043,2433,5,5,6,5,0.062,9,-18.8994,-0.0786653
235,0,0,0.096,0,0.575,0.000359,0.206,0,0.248,0.262,5.352,0.138,0.033,2434,5,5,6,5,0.052,9,-22.8306,0.645358
418,0,0,0.108,0,1.564,0.008,0.207,0,0.295,0.197,5.851,0.105,0.041,2440,5,5,6,5,0.072,9,33.4808,-0.401916
133,0,0,0.133,0,0.537,0,0.233,0,0.246,0.229,7.677,0.126,0.033,2446,5,5,6,5,0.104,9,-27.8251,0.99902
163,0,0,0.126,0,0.611,0,0.224,0,0.279,0.137,5.843,0.2,0.081,2451,5,5,6,5,0.065,9,-17.5355,-4.20134
406,0,0,0.129,0,1.068,0.022,0.232,0,0.378,0.406,6.375,0.187,0.036,2456,5,5,6,5,0.071,9,18.5419,-13.8118
155,0,5.29E-05,0.095,0,0.93,0,0.269,0,0.263,0.128,17.344,0.111,0.078,2464,5,5,6,5,0.085,9,7.15317,-7.56919
148,0,0,0.102,0,0.869,0,0.236,0,0.4,0.336,5.111,0.148,0.173,2467,5,5,6,5,0.062,9,8.22419,-22.9962
116,0,0,0.127,0,0.555,0,0.251,0,0.253,0.259,6.843,0.102,0.155,2468,5,5,6,5,0.089,9,-27.1003,1.60882
76,0,0,0.203,0,1.223,0.001,2.261,0.331,0.144,0,8.847,0.062,0.134,2469,3,3,6,6,0.156,9,12.8266,43.3981
210,0,0,0.101,0,0.591,0,0.199,0,0.314,0.261,8.575,0.142,0.03,2470,5,5,6,5,0.069,9,-24.9265,-6.62609
161,0,0,0.173,0,0.487,0,0.229,0,0.233,0.129,8.38,0.138,0.042,2472,5,5,6,5,0.078,9,-37.8541,2.28863
195,0,0,0.129,0,1.186,0.002,0.283,0,0.379,0.542,4.11,0.157,0.214,2473,5,5,6,5,0.076,9,23.2925,-10.3897
194,0.001,0,0.101,0,0.626,0.0002964,0.376,0.021,0.285,0.451,6.127,0.112,0.032,2474,5,5,6,5,0.067,9,-21.0159,-10.2014
446,0,5.67E-06,0.1,0,2.405,0.051,0.867,0.1,0.266,0.24,6.179,0.116,0.03,2476,5,5,6,5,0.097,9,26.0494,27.7029
109,0,0,0.17,0,1.785,0.059,0.251,0,0.236,0.273,10.971,0.074,0.078,2494,5,5,6,5,0.081,9,37.6401,5.04207
141,0,0,0.138,0,1.199,0.019,0.267,0,0.226,0.134,7.83,0.125,0.137,2498,5,5,6,5,0.078,9,21.1442,-3.39392
356,0,0,0.144,0,1.083,0.007,0.609,0.048,0.292,0.296,6.82,0.136,0.037,2515,5,5,6,5,0.082,9,10.4403,19.2219
124,0,0,0.108,0,4.435,0.097,0.418,0.003,0.397,0.454,8.074,0.098,2.934,2516,5,5,6,5,0.101,9,55.18,33.4997
126,0,0,0.101,0,1.528,0.002,0.215,0,0.258,0.202,6.535,0.114,0.042,2519,5,5,6,5,0.064,9,32.5667,-0.194367
84,0,0,0.105,0,0.428,0,0.185,0,0.268,0.505,9.832,0.079,0.031,2520,5,5,6,5,0.055,9,-52.7774,8.06538
435,0,0,0.103,0,0.45,0,0.192,0,0.269,0.249,8.395,0.158,0.029,2526,5,5,6,5,0.056,9,-51.0099,-0.715683
276,0,0,0.082,0,0.413,0,0.206,0,0.243,0.219,8.471,0.1,0.034,2527,5,5,6,5,0.062,9,-52.0181,9.33895
182,0,0,0.108,0,0.638,0,0.215,0,0.379,0.583,6.171,0.156,0.032,2531,5,5,6,5,0.058,9,-21.282,-38.608
328,0,0,0.128,0,0.497,3.85E-05,0.22,0,0.209,0.113,10.663,0.079,0.036,2533,5,5,6,5,0.068,9,-43.8813,4.91571
381,0,0,0.09,0,0.466,0,0.175,0,0.29,0.258,8.443,0.098,0.03,2537,5,5,6,5,0.052,9,-51.08,-1.78166
156,0,0,0.121,0,2.422,0.021,0.221,0,0.374,0.35,9.262,0.09,0.039,2542,5,5,6,5,0.064,9,36.0529,22.0851
412,0,0,0.12,0,1.013,0.004,0.243,0,0.263,0.318,8.552,0.135,0.039,2550,5,5,6,5,0.057,9,11.227,-7.22866
137,0,0,0.091,0,1.42,0.015,0.204,0,0.242,0.153,7.054,0.117,0.047,2552,5,5,6,5,0.076,9,28.7313,-1.16808
284,0,0,0.1,0,1.746,0.004,0.252,1.56E-05,0.273,0.298,5.929,0.108,0.071,2554,5,5,6,5,0.072,9,37.302,3.88924
239,0,0,0.116,0,1.16,0.008,0.233,5.29E-06,0.342,0.365,6.679,0.103,0.03,2561,5,5,6,5,0.104,9,20.8509,-8.89419
330,0,0,0.12,0,0.841,0,0.244,0,0.338,0.361,2.863,0.126,0.047,2576,5,5,6,5,0.057,9,4.34121,-15.319
207,0,0,0.178,0,0.665,0,0.431,0.004,0.327,0.229,4.17,0.106,0.07,2580,5,5,6,5,0.157,9,-8.01859,5.48984
151,0,0,0.117,0,1.216,7.96E-05,0.237,0,0.417,0.317,8.762,0.113,0.039,2581,5,5,6,5,0.057,9,24.7985,-11.355
158,0,0,0.114,0,0.705,0,0.21,0,0.332,0.532,4.456,0.2,0.026,2586,5,5,6,5,0.054,9,-7.25503,-9.84181
324,0,0,0.083,0,0.41,0,0.213,0,0.267,0.278,9.069,0.124,0.033,2594,5,5,6,5,0.061,9,-52.8832,8.9421
153,0,0,0.126,0,0.934,0,0.273,0,0.314,0.229,4.668,0.106,0.086,2596,5,5,6,5,0.07,9,8.18722,-11.3867
192,0,0,0.153,0,0.844,0,0.241,0,0.369,0.38,3.227,0.144,0.042,2605,5,5,6,5,0.061,9,3.41797,-24.0926
158,0,0,0.11,0,1.898,0.006,0.294,0,0.392,0.475,4.901,0.172,0.063,2613,5,5,6,5,0.074,9,41.3003,4.11803
173,0.001,0,0.111,0,1.167,0.0002486,0.194,0,0.233,0.139,6.9,0.09,0.047,2620,5,5,6,5,0.07,9,20.2646,-4.62332
204,0,0,0.098,0,0.74,0,0.249,0,0.232,0.134,10.912,0.106,0.038,2623,5,5,6,5,0.066,9,-5.10444,-3.55692
166,0,0,0.094,0,0.444,0,0.166,0,0.268,0.184,9.321,0.107,0.042,2637,5,5,6,5,0.057,9,-50.9884,-0.11474
129,0,2.94E-05,0.15,0,1.145,0.008,0.276,0,0.31,0.247,6.801,0.271,0.029,2642,5,5,6,5,0.065,9,19.9523,-8.25308
193,0,0,0.095,0,0.396,0,0.197,0,0.231,0.196,8.454,0.15,0.031,2647,5,5,6,5,0.052,9,-51.7745,11.298
135,0,0,0.104,0,0.667,0,0.247,0,0.37,0.418,4.155,0.149,0.024,2654,5,5,6,5,0.072,9,-18.7818,-27.6915
162,0,0,0.108,0,0.509,0,0.194,0,0.413,0.458,7.485,0.165,0.047,2663,5,5,6,5,0.064,9,-48.2529,-24.1225
98,0.002,0,0.096,0,1.025,0.0009769,0.225,0,0.259,0.356,6.791,0.076,0.041,2676,5,5,6,5,0.085,9,11.274,-6.93247
138,0,0,0.099,0,0.574,0,0.176,0,0.254,0.147,7.318,0.136,0.072,2679,5,5,6,5,0.046,9,-23.1227,-0.451745
350,0,2.05E-05,0.121,0,3.935,0.128,0.245,0,0.334,0.409,6.751,0.283,0.103,2682,5,5,6,5,0.099,9,51.1855,37.5745
153,0,0,0.091,0,0.676,0,0.212,0,0.29,0.303,8.626,0.106,0.034,2688,5,5,6,5,0.072,9,-11.9566,-4.32698
351,0,0,0.117,0,0.516,0,0.247,0,0.328,0.292,8.949,0.139,0.035,2689,5,5,6,5,0.057,9,-47.6922,-10.7071
271,0,0,0.116,0,0.718,0.003,0.219,0,0.353,0.278,5.928,0.139,0.046,2699,5,5,6,5,0.06,9,-15.134,-28.2917
263,0,0,0.157,0,1.116,1.44E-05,0.299,0,0.4,0.475,4.18,0.312,0.237,2710,5,5,6,5,0.074,9,25.4694,-22.5798
65,0,0,0.072,0,4.655,0.234,0.246,0,0.303,0.399,9.293,0.253,0.803,2714,5,5,6,5,0.099,9,57.9663,31.8286
241,0,0,0.356,1.05E-05,1.925,0.069,0.242,0,0.344,0.336,6.277,0.101,0.024,2715,5,5,6,5,0.068,9,41.0184,6.73604
196,0,0,0.105,0,0.753,0,0.2,0,0.322,0.392,4.329,0.289,0.045,2724,5,5,6,5,0.05,9,-5.20261,-9.84202
133,0,0,0.203,0,0.765,0,0.248,0,0.344,0.446,4.962,0.2,0.046,2727,5,5,6,5,0.253,9,-5.98021,-19.5354
322,0,0,0.104,0,5.369,0.319,0.294,0,0.27,0.148,7.333,0.066,0.617,2733,4,4,6,5,0.099,9,61.4476,23.9675
375,0,0,0.115,0,0.792,0.002,0.244,0,0.338,0.36,6.844,0.155,0.032,2734,5,5,6,5,0.061,9,-0.760687,-20.6133
94,0,0,0.12,0,2.847,0.096,0.285,0,0.323,0.702,7.044,0.089,0.111,2752,5,5,6,5,0.082,9,38.4077,29.8805
190,0,0,0.087,0,4.139,0.151,0.225,0,0.269,0.328,9.634,0.06,0.22,2758,5,5,6,5,0.088,9,53.2897,36.8734
84,0,0,0.109,0,0.458,0,0.245,0,0.25,0.22,7.832,0.108,0.046,2763,5,5,6,5,0.052,9,-51.3701,3.66921
441,0,0,0.123,0,0.948,0.006,0.216,0,0.304,0.325,5.176,0.106,0.044,2769,5,5,6,5,0.072,9,10.9316,-12.9837
422,0,0,0.112,0,0.46,0,0.202,0,0.28,0.179,5.832,0.135,0.036,2770,5,5,6,5,0.071,9,-50.6612,-1.63791
131,0,0,0.118,0,0.702,0,0.303,0,0.358,0.323,6.265,0.177,1.462,2772,5,5,6,5,0.072,9,-14.2742,-25.4374
400,0,0,0.085,0,0.598,0,0.204,0,0.215,0.157,7.872,0.118,0.038,2773,5,5,6,5,0.054,9,-19.9781,2.0495
185,0,0,0.096,0,3.052,0.108,0.28,0,0.263,0.114,6.488,0.082,0.101,2781,5,4,6,5,0.079,9,40.1122,33.123
106,0,0,0.114,0,0.619,0,0.226,0,0.326,0.146,6.662,0.124,0.035,2790,5,5,6,5,0.087,9,-24.5584,-10.0543
224,0,0,0.107,0,0.481,0,0.189,0,0.317,0.162,7.893,0.157,0.211,2805,5,5,6,5,0.061,9,-50.6781,-5.72479
590,0,0,0.201,0,1.27,0.049,2.516,0.355,0.397,0.378,9.86,0.188,0.038,2806,3,3,6,6,0.139,9,13.2054,43.8686
241,0,0,0.124,0,0.583,0,0.235,0,0.303,0.349,8.06,0.132,0.038,2818,5,5,6,5,0.069,9,-27.0548,-5.27741
74,0,0,0.14,0,0.419,0,0.17,0,0.266,0.105,7.881,0.082,0.051,2832,5,5,6,5,0.078,9,-53.7607,8.66376
170,0,0,0.13,0,0.504,0,0.276,0,0.473,0.574,5.277,0.137,0.079,2836,5,5,6,5,0.085,9,-43.2915,-30.2368
133,0,0,0.132,0,1.523,0.003,0.215,0,0.298,0.334,7.791,0.245,0.067,2837,5,5,6,5,0.056,9,32.9439,-0.793132
213,0,0,0.105,0,0.646,0,0.209,0,0.35,0.287,5.165,0.189,0.034,2839,5,5,6,5,0.075,9,-19.9347,-25.3817
294,0,0,0.105,0,0.764,6.01E-05,0.218,0,0.34,0.368,7.089,0.146,0.028,2841,5,5,6,5,0.075,9,-1.46253,-18.0707
105,0,0,0.153,0,0.442,0,0.267,0,0.34,0.246,7.086,0.1,0.043,2843,5,5,6,5,0.051,9,-53.4206,-11.0752
221,0,0,0.082,0,0.65,6.50E-05,0.198,0,0.249,0.275,6.515,0.161,0.029,2850,5,5,6,5,0.062,9,-16.0581,-0.481037
128,0,0,0.105,0,0.87,0,0.18,0,0.346,0.228,6.077,0.1,0.036,2864,5,5,6,5,0.122,9,6.04011,-17.7783
45,0,0,0.17,0,0.414,0,0.239,0,0.293,0.162,9.349,0.118,0.065,2865,5,5,6,5,0.059,9,-56.1363,5.77165
148,0,0,0.082,0,3.059,0.082,0.219,0,0.286,0.152,10.046,0.123,0.098,2866,5,5,6,5,0.101,9,40.223,33.1942
135,0,0,0.106,0,0.586,0,0.197,0,0.381,0.483,6.065,0.116,0.03,2868,5,5,6,5,0.076,9,-23.2642,-41.7048
314,0.001,0,0.085,0,6.881,0.462,0.211,0,0.355,0.4,4.742,0.072,0.028,2876,4,4,6,6,0.167,9,63.0882,10.066
186,0,0,0.097,0,0.654,0,0.201,0,0.381,0.301,6.478,0.207,0.047,2885,5,5,6,5,0.08,9,-20.5915,-39.229
120,0,0,0.154,0,0.604,0,0.279,0,0.551,0.828,6.119,0.149,0.021,2889,5,5,6,5,0.101,9,-13.798,-34.2587
155,0,0,0.102,0,1.284,0.023,0.196,0,0.338,0.259,5.44,0.12,0.032,2891,5,5,6,5,0.059,9,25.5908,-6.35234
161,0,0,0.095,0,0.466,0,0.213,0,0.433,0.481,4.797,0.164,0.067,2897,5,5,6,5,0.083,9,-50.0549,-22.7846
257,0,4.92E-06,0.051,0,5.685,0.256,0.199,0,0.207,0.069,6.438,0.034,0.03,2903,4,4,6,6,0.092,9,63.5272,20.7715
148,0,0,0.133,0,0.579,0,0.228,0,0.36,0.292,5.757,0.108,0.307,2908,5,5,6,5,0.066,9,-27.4465,-14.3903
165,0,0,0.149,0,0.557,0,0.262,0,0.545,0.771,6.236,0.219,0.017,2909,5,5,6,5,0.091,9,-43.945,-31.5631
124,0,0,0.078,0,0.727,1.02E-05,0.156,0,0.363,0.567,5.556,0.204,0.024,2918,5,5,6,5,0.07,9,-9.15471,-39.9521
196,0,0,0.179,9.68E-06,0.529,0,0.219,0,0.493,0.562,4.679,0.177,0.038,2950,5,5,6,5,0.15,9,-43.8701,-29.2863
243,0,0,0.059,0,0.41,0,0.173,0,0.298,0.315,5.3,0.086,0.027,2973,5,5,6,5,0.059,9,-54.289,-3.76135
156,0,0,0.079,0,0.22,0,0.119,0,0.265,0.15,3.402,0.08,0.091,2981,5,5,6,5,0.037,9,-56.4755,17.9572
208,0,0,0.064,0,5.822,0.314,0.202,0,0.279,0.195,5.071,0.042,0.526,3017,4,4,6,5,0.095,9,63.428,19.279
123,0,0,0.111,0,0.65,0,0.195,0,0.25,0.102,9.964,0.11,0.038,3020,5,5,6,5,0.079,9,-16.1059,-0.471668
255,0,0,0.095,0,0.557,0,0.212,0,0.307,0.321,6.717,0.116,0.066,3031,5,5,6,5,0.059,9,-26.5968,-3.53946
123,0,0,0.105,0,0.286,0,0.148,0,0.244,0.21,2.737,0.069,0.026,3037,5,5,6,5,0.141,9,-55.6529,17.1381
110,0,0,0.244,0,0.611,0,0.193,0,0.283,0.109,6.565,0.141,0.039,3041,5,5,6,5,0.592,9,-17.1494,-13.0473
269,0,0,0.092,0,2.595,0.093,0.267,0,0.298,0.214,7.513,0.087,0.504,3060,5,5,6,5,0.074,9,38.0336,25.3993
321,0,0,0.11,0,0.819,0,0.206,0,0.289,0.233,10.014,0.155,0.053,3093,5,5,6,5,0.053,9,1.69498,-14.21
214,0,0,0.115,0,0.528,0,0.208,0,0.35,0.262,5.383,0.176,0.308,3099,5,5,6,5,0.07,9,-48.2983,-11.3243
274,0,0,0.103,0,0.302,0,0.149,0,0.237,0.138,4.284,0.058,0.043,3100,5,5,6,5,0.033,9,-55.4904,17.1481
150,0.004,4.63E-05,0.047,0,10.045,0.467,0.285,0,0.239,0.103,11.214,0.036,0.183,3101,4,4,6,4,0.159,9,61.3987,-9.76276
160,0,0,0.112,0,0.481,0,0.204,0,0.323,0.332,6.246,0.123,0.313,3114,5,5,6,5,0.053,9,-50.6406,-6.43167
91,0,0,0.101,0,0.378,0,0.241,0,0.449,0.508,4.254,0.127,0.304,3116,5,5,6,5,0.064,9,-58.3569,-10.4801
225,0,0,0.073,0,10.073,0.505,0.307,0,0.313,0.343,9.131,0.042,0.207,3117,4,4,6,4,0.189,9,61.4587,-9.865
170,0,0,0.131,0,1.344,0.007,0.222,0,0.33,0.25,6.276,0.143,0.039,3118,5,5,6,5,0.077,9,27.9861,-5.23097
378,0,0,0.092,0,0.36,0,0.214,0,0.266,0.17,6.497,0.115,0.024,3125,5,5,6,5,0.052,9,-54.8297,12.2827
101,0,0,0.095,0,0.44,0,0.18,0,0.341,0.351,6.05,0.086,0.068,3140,5,5,6,5,0.067,9,-53.9491,-5.86494
299,0,1.55E-05,0.085,0,3.162,0.11,0.224,0,0.231,0.137,6.531,0.066,0.214,3142,5,4,6,5,0.075,9,41.4842,34.3017
86,0,0,0.138,0,0.744,0,0.229,0,0.419,0.643,5.425,0.103,0.019,3157,5,5,6,5,0.068,9,-2.88024,-34.715
364,0,1.04E-05,0.075,0,6.357,0.258,0.727,0.055,0.267,0.18,9.107,0.054,2.953,3167,4,4,6,5,0.122,9,60.3324,14.3739
167,0,0,0.135,0,0.772,0,0.221,0,0.358,0.269,6.944,0.113,0.018,3183,5,5,6,5,0.058,9,-2.1315,-18.6742
251,0,0,0.128,0,0.679,0,0.206,0,0.391,0.397,4.303,0.111,0.02,3184,5,5,6,5,0.057,9,-16.856,-30.5312
200,0,0,0.111,0,1.892,0.009,0.252,0,0.315,0.174,4.003,0.1,0.05,3186,5,5,6,5,0.076,9,39.2177,5.74503
178,0,0,0.119,0,2.423,0.012,0.254,0,0.301,0.362,5.495,0.092,0.028,3187,5,5,6,5,0.096,9,37.4329,21.9727
167,0,0,0.1,0,1.364,0.003,0.195,0,0.252,0.101,3.7,0.1,0.035,3188,5,5,6,5,0.049,9,27.4079,-1.67928
432,0,0,0.106,0,0.745,0,0.238,0,0.255,0.154,6.608,0.121,0.067,3202,5,5,6,5,0.058,9,-5.18091,-3.99588
224,0,0,0.103,0,1.31,0.001,0.24,0,0.369,0.392,6.39,0.163,0.027,3209,5,5,6,5,0.095,9,27.7567,-7.06178
347,0,0,0.101,0,0.583,3.65E-06,0.201,0,0.368,0.369,4.872,0.162,0.017,3210,5,5,6,5,0.054,9,-28.2147,-13.479
94,0.001,0,0.132,0,0.304,0,0.209,0,0.261,0.157,6.524,0.089,0.019,3214,5,5,6,5,0.058,9,-55.3448,15.2609
245,0.001,0,0.11,0,1.961,0.042,0.512,0.03,0.213,0.134,10.878,0.179,1,3222,5,5,6,5,0.07,9,23.2748,23.3895
187,0,0,0.135,0,0.648,0,0.243,0,0.536,0.755,5.754,0.249,0.285,3224,5,5,6,5,0.069,9,-3.40165,-51.5611
250,0,0,0.11,0,1.394,0.007,0.236,0,0.386,0.356,2.597,0.158,0.049,3229,5,5,6,5,0.073,9,30.0984,-6.56845
235,0,0,0.128,0,0.519,0,0.239,0,0.414,0.355,7.315,0.128,0.135,3234,5,5,6,5,0.072,9,-47.921,-24.4868
124,0,0,0.101,0,0.429,0,0.167,0,0.25,0.18,6.733,0.071,0.022,3240,5,5,6,5,0.068,9,-51.5741,9.48002
250,0,0,0.113,0,1.369,0.001,0.239,0,0.436,0.494,4.836,0.179,0.03,3248,5,5,6,5,0.071,9,30.6793,-8.33926
416,0,0,0.109,0,0.796,0,0.205,0,0.224,0.139,8.068,0.103,0.043,3256,5,5,6,5,0.073,9,-1.61305,-4.44696
310,0,0,0.107,0,0.559,0,0.245,0,0.241,0.188,7.907,0.13,0.045,3259,5,5,6,5,0.058,9,-26.4927,1.9345
133,0,0,0.116,0,1.088,0.015,0.252,0,0.261,0.291,8.002,0.137,0.092,3268,5,5,6,5,0.08,9,17.3891,-6.9325
151,0,0,0.111,0,0.439,0,0.268,0,0.381,0.643,5.604,0.106,0.187,3272,5,5,6,5,0.065,9,-54.7917,-14.296
