Area,CD19 (Opal 480) Mean,CD19_Mean,CD3 (Opal 540) Mean,CD3_Mean,CD68 (Opal 520) Mean,CD68_Mean,CD8 (Opal 650) Mean,CD8_Mean,CK (Opal 780) Mean,CK_Mean,Dapi (DAPI) Mean,IER3 (Opal 620) Mean,Ki67 (Opal 690) Mean,cell_id,cell_type_FlowSOM_QC,cell_type_auto_int,cell_type_inform_int,cell_type_manual_int,pStat3 (Opal 570) Mean,sample_id_int,tsne_1,tsne_2
35,0,0,3.267,0.893,0.808,0,0.448,0,0.118,0,15.798,0.096,0.102,58,2,2,6,2,0.111,2,2.08827,52.5128
66,0,0,0.605,0.134,0.664,0,0.658,0.0007843,0.118,0,4.295,0.124,0.159,66,2,2,6,6,0.119,2,-4.43358,42.1414
203,0,0,0.141,0.0002429,1.287,0.002,0.305,0,0.283,0.101,2.459,0.083,0.067,73,5,5,6,5,0.085,2,25.0377,-3.57923
158,0.001,2.40E-05,0.242,0.0005203,2.559,0.011,1.808,0.18,0.404,0.31,3.67,0.12,0.051,76,5,3,6,5,0.095,2,23.2683,43.2025
71,0,0,0.152,0,3.069,0.009,0.458,0,0.468,0.29,4.178,0.148,5.328,77,5,5,6,5,0.172,2,37.2193,34.2989
88,0,0,2.549,0.72,5.288,0.218,0.452,0,0.641,0.689,14.048,0.178,0.154,95,2,2,6,6,0.053,2,53.3817,24.2574
84,0.007,0.0002597,0.19,0.001,9.39,0.599,0.355,0,0.456,0.259,4.107,0.128,0.078,96,4,4,6,4,0.142,2,61.6699,-6.5946
99,0.164,0.176,0.582,0.003,0.901,0.00077,1.795,0.219,0.11,0,4.06,0.077,0.142,101,3,3,6,6,0.084,2,9.57535,40.8654
190,0,0,0.084,0,6.2,0.298,0.354,0,0.122,0,1.975,0.054,0.127,104,4,4,6,6,0.172,2,63.6601,15.555
178,0,0,0.145,0,1.509,0.026,0.354,0,0.554,0.43,4.848,0.117,0.305,139,5,5,6,5,0.112,2,39.6032,-12.2545
16,0,0,0.302,0,13.701,0.324,0.669,0,0.141,0,5.041,0.506,0.265,141,4,4,6,4,0.221,2,60.6105,-21.075
251,0,0,0.101,0,0.744,1.01E-05,2.522,0.25,0.11,0,5.23,0.068,0.58,166,3,3,6,6,0.243,2,11.7803,44.6619
194,0,0,0.182,1.96E-05,1.284,0.004,4.789,0.48,0.12,0,7.595,0.154,0.694,188,3,3,6,6,0.444,2,17.1109,52.5294
209,0,0,0.355,3.63E-05,6.041,0.267,0.918,0.057,0.116,0,12.306,0.217,0.197,191,4,4,6,6,0.16,2,59.352,16.2525
450,0.002,1.54E-05,0.474,0.047,6.785,0.308,0.509,2.78E-05,0.122,0,7.06,0.378,0.284,203,4,4,6,4,0.18,2,60.7695,11.7612
430,0,0,0.197,0.013,5.212,0.298,0.482,6.42E-05,0.141,0.011,4.377,0.204,0.13,217,4,4,6,6,0.126,2,59.1341,24.7143
231,0.001,1.64E-05,0.227,0,7.503,0.415,0.428,5.48E-06,0.118,0,10.883,0.077,0.147,222,4,4,6,4,0.119,2,61.6752,5.5987
238,0.002,3.71E-05,0.366,5.58E-05,1.093,0,3.258,0.481,0.112,0,14.341,0.101,0.123,265,3,3,6,6,0.236,2,14.542,47.7612
119,0,0,1.44,0.445,0.404,0,0.31,0,0.108,0,6.743,0.097,0.064,324,2,2,6,2,0.053,2,-2.06783,48.8397
416,0,0,0.145,0,7.306,0.264,0.283,0,0.112,0,3.608,0.058,0.21,362,4,4,6,6,0.144,2,62.6633,6.95839
299,0.423,0.258,0.084,0,0.274,0,0.234,0.0005966,0.11,0,4.773,0.049,0.057,378,1,1,6,6,0.101,2,-16.4204,26.5834
244,0.015,0.024,0.603,0.142,1.782,0.0001588,0.867,0.002,0.1,0,12.45,0.503,0.247,393,2,2,6,6,0.135,2,20.7031,25.4235
308,0.006,0.002,0.315,0.017,7.314,0.38,0.516,3.70E-05,0.148,0.0005098,8.645,0.126,0.17,468,4,4,6,4,0.164,2,61.4673,6.67285
235,0.572,0.594,0.684,0.247,0.336,0,0.439,1.61E-05,0.105,0,10.625,0.098,0.107,473,1,1,6,6,0.085,2,-6.76961,45.6174
257,0.003,0,0.129,0,7.235,0.376,0.325,0,0.185,0.015,8.974,0.05,0.283,479,4,4,6,4,0.197,2,62.6012,7.3316
135,0,0,0.183,0,2.456,0.053,0.272,0,0.427,0.242,6.247,0.105,0.062,484,5,5,6,5,0.112,2,34.9023,23.2005
268,0,0,0.35,0.003,5.949,0.29,0.474,0,0.114,0,4.552,0.118,0.23,497,4,4,6,6,0.121,2,61.3296,17.6499
223,0,0,0.254,0,6.293,0.379,0.377,0,0.117,0,13.695,0.063,0.46,522,4,4,6,4,0.058,2,63.387,14.8515
126,0,0,0.175,0,9.97,0.407,0.393,0,0.539,0.605,4.042,0.101,0.121,527,4,4,6,6,0.139,2,61.8512,-9.39867
1376,0,0,0.246,0,3.9,0.149,0.331,0,0.375,0.234,4.84,0.109,0.169,550,5,5,6,5,0.468,2,46.0561,41.6325
266,0,0,0.515,0.126,0.4,0,0.333,0,0.111,0,3.778,0.082,0.058,562,2,2,6,6,0.048,2,-24.9145,29.5919
682,0,0,0.19,0.0005868,5.646,0.147,0.341,0,0.434,0.351,5.144,0.088,1.832,603,5,5,6,5,0.175,2,61.8745,20.5506
299,0,0,0.13,0,12.12,0.4,0.326,0,0.458,0.338,6.019,0.071,0.182,607,4,4,6,4,0.176,2,60.907,-17.2008
78,0,0,0.294,0,0.816,0,2.464,0.229,0.128,0,6.823,0.113,0.399,608,3,3,6,6,0.201,2,11.8497,44.404
221,0,0,0.171,0,6.732,0.254,0.437,0,0.676,0.637,4.133,0.14,0.997,618,5,5,6,5,0.171,2,62.1874,11.2258
304,0,0,0.162,0,8.44,0.27,0.346,0,0.539,0.609,5.322,0.092,0.12,636,5,5,6,5,0.155,2,62.1844,-1.51297
171,0,0,0.119,0,6.687,0.251,2.766,0.297,0.43,0.329,4.548,0.097,0.555,638,4,4,6,6,0.334,2,56.5494,13.6644
71,0,0.003,0.14,0,10.787,0.641,0.386,0,0.137,0,4.679,0.072,0.298,649,4,4,6,4,0.112,2,61.5495,-12.7843
367,0.001,0.002,0.516,0.144,3.006,0.049,0.381,1.03E-05,0.168,0.002,7.192,0.089,0.091,651,2,2,6,6,0.066,2,33.5629,35.4491
688,0,0,0.137,0,5.648,0.256,0.345,0,0.433,0.305,5.825,0.089,0.612,668,4,4,6,5,0.112,2,61.9104,20.5792
75,0,0,0.735,0.165,0.453,0,0.312,0,0.111,0,17.71,0.063,0.08,669,2,2,6,6,0,2,-5.33344,46.1978
87,0,0,0.72,0.262,1.237,0.0001369,0.379,0,0.368,0.145,6.306,0.118,0.102,681,2,2,6,5,0.078,2,18.9273,11.4616
347,0,0.0002298,0.532,0.115,10.154,0.532,0.412,0,0.129,0,4.429,0.067,0.188,692,4,4,6,4,0.142,2,62.0568,-10.2808
128,0,0,0.185,0,8,0.299,0.353,0,0.291,0.096,3.446,0.099,0.118,708,4,4,6,6,0.102,2,62.1231,1.53941
278,0.003,2.27E-05,0.53,0.117,0.451,0,0.321,0,0.118,0,4.196,0.09,0.103,709,2,2,6,6,0.118,2,-24.5278,29.5124
102,0.784,0.422,0.241,0.003,0.674,0,0.733,0.0002596,0.119,0,4.797,0.095,0.221,735,1,1,6,1,0.1,2,-15.5763,26.4253
339,0.001,0.001,0.702,0.168,1.131,0.001,0.368,0,0.269,0.111,13.676,0.131,0.131,813,2,2,6,5,0.107,2,18.7947,11.4957
345,0,0,0.571,0.031,5.003,0.183,2.434,0.262,0.252,0.038,8.185,0.103,7.286,834,3,3,6,6,0.293,2,54.975,18.1321
430,0.001,0,0.137,0,14.799,0.563,0.403,0,0.344,0.165,4.807,0.067,0.229,864,4,4,6,4,0.174,2,60.1668,-23.1476
141,0,0,0.496,0.065,11.782,0.376,0.515,0.003,0.115,0,6.438,0.068,0.217,865,4,4,6,4,0.144,2,61.3945,-16.2792
306,0,0,0.198,0,10.787,0.457,0.348,0,0.288,0.105,6.574,0.078,0.301,886,4,4,6,4,0.117,2,61.5089,-12.7773
201,0,0,0.678,0.047,2.232,0.005,0.307,0,0.379,0.182,4.11,0.119,0.347,895,5,5,6,5,0.076,2,23.6476,34.2031
82,0,0,0.116,0.0004808,0.965,0,7.522,0.91,0.122,0,6.864,0.06,0.152,897,3,3,6,6,0.496,2,19.5777,56.1475
358,0,1.77E-05,0.077,1.41E-05,0.538,0,1.612,0.197,0.116,0,4.784,0.05,0.204,902,3,3,6,6,0.129,2,6.50952,38.3286
399,0,0,0.189,0,8.412,0.288,0.373,0,0.6,0.59,3.333,0.114,0.075,948,5,5,6,5,0.147,2,62.3189,-1.4558
666,0,0,0.214,7.56E-06,6.364,0.216,0.364,0,0.511,0.495,4.96,0.117,0.205,987,5,5,6,5,0.132,2,62.4333,14.2744
287,0,0,0.234,0,18.547,0.873,0.591,4.41E-06,0.32,0.108,10.81,0.072,8.35,1004,4,4,6,4,0.302,2,59.177,-26.9907
684,0,8.35E-05,0.189,0,12.023,0.49,0.423,0,0.404,0.285,4.001,0.103,0.184,1030,4,4,6,4,0.16,2,61.0399,-16.9386
400,0,0,0.163,9.46E-06,6.457,0.192,0.374,0,0.556,0.477,5.351,0.109,0.085,1062,5,5,6,5,0.157,2,62.3587,13.9125
372,0,0,0.144,3.41E-06,12.604,0.496,0.362,0,0.291,0.096,5.22,0.071,7.453,1066,4,4,6,4,0.251,2,60.7511,-18.4923
251,0,0,0.242,2.52E-05,11.137,0.507,0.416,0,0.632,0.679,4.269,0.139,0.758,1074,4,4,6,6,0.409,2,61.5204,-14.0908
633,0,0,0.212,0,5.007,0.175,0.349,0,0.37,0.228,4.562,0.106,0.101,1078,5,5,6,5,0.178,2,58.8494,27.9166
407,0.007,4.14E-05,0.139,0,7.181,0.249,0.448,0,0.215,0.056,6.101,0.086,5.55,1107,4,4,6,6,0.143,2,62.1937,7.64582
243,0,0,0.543,0.046,2.019,0.0009352,3.125,0.46,0.105,0,14.592,0.133,0.074,1125,3,3,6,6,0.21,2,19.1117,47.0194
735,0,0,0.155,0,12.011,0.506,0.431,0,0.313,0.115,4.403,0.075,3.331,1167,4,4,6,4,0.181,2,61.0476,-16.8945
620,0.338,0.273,0.226,0.03,1.098,0.013,0.442,7.13E-05,0.124,0,5.237,0.076,0.102,1179,1,1,6,6,0.224,2,10.6216,9.65065
271,0.006,0.026,0.953,0.212,1.412,1.87E-05,1.39,0.005,0.109,0,6.104,1.053,0.079,1197,2,2,6,6,0.446,2,13.8648,39.3379
220,0,0,0.171,0,1.081,3.06E-05,0.394,0,0.454,0.345,4.338,0.122,0.744,1204,5,5,6,5,0.085,2,27.934,-26.5634
311,0,0,0.404,0.105,0.955,0.003,0.292,0,0.405,0.22,3.098,0.07,0.064,1213,5,5,6,5,0.095,2,21.1042,-34.0939
1095,0,0,0.237,0,4.786,0.162,0.464,0.004,0.46,0.323,4.083,0.113,0.091,1225,5,5,6,5,0.242,2,57.197,29.0847
152,0,0,0.453,0.116,0.422,0.0001654,0.209,0,0.114,0,5.033,0.05,0.05,1227,2,2,6,6,0.018,2,-25.7614,28.7906
141,0,0,1.325,0.582,12.064,0.42,0.448,0,0.42,0.284,11.589,0.098,0.238,1229,2,2,6,2,0.133,2,62.0859,-17.042
278,0,0,0.266,0.022,0.603,0,0.376,0,0.281,0.104,3.933,0.109,0.095,1274,5,5,6,5,0.064,2,-20.6654,-12.9514
41,0,0,0.211,0,1.73,0,0.446,0,0.412,0.392,6.805,0.128,0.141,1293,5,5,6,5,1.187,2,44.5938,-4.68964
479,0,0,0.611,0.092,1.355,0.002,0.398,0,0.591,0.488,5.931,0.153,0.092,1318,5,5,6,5,0.043,2,38.1631,-26.9222
268,0,0,0.53,0.113,0.9,0.003,0.328,0,0.1,0,7.971,0.158,0.068,1321,2,2,6,6,0.031,2,0.535187,7.12088
234,0.004,0.005,0.112,0,8.599,0.343,0.33,0,0.129,0,3.317,0.045,0.171,1322,4,4,6,4,0.154,2,61.5696,-2.41731
191,0,0,0.324,0.064,0.9,0.001,4.245,0.499,0.106,0,9.95,0.069,0.225,1323,3,3,6,6,0.343,2,15.9518,51.1812
271,0.141,0.201,0.283,0.043,2.243,0.031,0.74,0.0009046,0.261,0.006,9.375,0.148,0.113,1325,1,1,6,6,0.146,2,25.3675,25.8807
390,0.006,3.23E-06,0.157,0,12.114,0.481,0.451,6.47E-06,0.343,0.161,5.441,0.063,0.868,1326,4,4,6,4,0.137,2,61.0179,-17.1894
237,0.062,0.007,0.166,5.34E-06,9.507,0.352,0.474,0.002,0.233,0.035,5.289,0.067,0.213,1334,4,4,6,4,0.176,2,61.9188,-7.15505
397,0.011,0.017,0.375,0.083,2.227,0.029,0.413,0,0.339,0.104,3.828,0.101,0.08,1360,5,5,6,5,0.126,2,33.3909,19.0013
109,0,0,0.858,0.35,2.071,0.014,6.599,0.895,0.292,0.04,6.942,0.078,0.341,1381,3,3,6,3,0.677,2,19.8711,54.9766
385,0.007,0,0.915,0.172,7.678,0.29,0.403,0,0.171,0.001,4.454,0.074,0.485,1422,4,4,6,6,0.098,2,60.3951,4.07881
92,0,4.11E-05,0.054,0,2.123,0.002,10.428,0.927,0.207,0.004,6.656,0.034,0.953,1452,3,3,6,6,0.521,2,20.764,57.2897
749,0,0,0.265,0.047,5.46,0.158,0.325,0,0.54,0.557,4.777,0.113,0.092,1463,5,5,6,5,0.109,2,60.9804,22.5392
179,0,0,0.479,0.047,5.328,0.203,6.369,0.802,0.441,0.376,6.74,0.078,1.112,1467,3,3,6,6,0.517,2,22.9886,51.1314
114,0,0,0.272,0,2.346,0.019,0.403,0,0.739,0.699,7.497,0.164,0.065,1535,5,5,6,5,0.169,2,30.9486,23.3109
141,0,0,0.467,0.035,3.208,0.101,0.465,0,0.431,0.215,5.747,0.157,3.234,1537,5,5,6,5,0.168,2,37.0628,36.758
95,0,0,0.12,0,2.95,0.011,0.401,0,0.311,0.158,4.622,0.132,5.637,1538,5,5,6,5,0.136,2,37.6895,32.4915
61,0,0,0.374,0,2.015,0.0002869,0.301,0,0.437,0.233,4.124,0.155,0.167,1540,5,5,6,5,0.124,2,29.9288,13.2294
79,0,0,0.669,0.129,1.432,0.039,0.326,0,0.115,0,9.145,0.116,0.108,1546,2,2,6,6,0.009,2,24.6465,9.21508
68,0.272,0.12,0.78,0.204,1.653,0.002,0.498,0,0.458,0.301,4.465,0.149,0.076,1555,5,5,6,5,0.205,2,23.9265,10.7107
111,0,0.0008693,1.467,0.651,14.438,0.635,0.4,0,0.27,0.039,2.546,0.117,0.22,1556,4,2,6,6,0.095,2,60.7898,-22.5073
85,0.001,0,0.879,0.198,0.379,0,0.219,0,0.117,0,16.044,0.117,0.697,2,2,2,6,6,0.039,3,-4.89197,46.7134
49,0,0,0.327,0,0.708,0,0.446,0,0.624,0.606,7.454,0.22,1.354,4,5,5,6,5,0.167,3,19.5399,-45.4635
77,0,0,0.193,0,0.769,0,0.307,0,0.71,0.762,2.623,0.161,0.119,5,5,5,6,5,0.131,3,22.0832,-45.0434
156,0,0,0.114,0,4.028,0.1,0.178,0,0.243,0.102,2.642,0.08,0.069,22,5,4,6,5,0.133,3,52.2356,37.9227
132,0.002,0,0.674,0.096,0.393,0,0.282,0.0002327,0.111,0,3.507,0.062,1.821,29,2,2,6,6,0.055,3,-5.74897,46.2447
115,0,1.10E-05,0.16,0,0.613,0,0.221,0,0.385,0.364,3.949,0.113,0.164,35,5,5,6,5,0.064,3,-25.1429,-25.0539
115,0.004,0.0002471,0.986,0.336,0.381,0,0.574,0.038,0.11,0,9.713,0.138,0.151,38,2,2,6,2,0.744,3,-3.69991,46.2817
113,0,0,0.135,0,0.444,0,2.736,0.351,0.109,0,3.433,0.073,0.056,45,3,3,6,6,0.208,3,11.8604,45.28
79,0.002,0,0.202,0,0.588,0,0.282,0,0.271,0.136,4.81,0.094,0.193,48,5,5,6,5,0.037,3,-21.653,-14.013
152,0,1.11E-05,0.199,0,1.241,0.013,0.198,0.0004116,0.232,0.198,5.352,0.112,0.143,57,5,5,6,5,0.116,3,22.9169,-3.85376
83,0.001,0,0.249,0,0.873,0,0.337,0,0.593,0.631,5.701,0.181,0.175,61,5,5,6,5,0.095,3,19.7886,-39.918
76,0,0,0.288,0,7.339,0.241,0.289,0,0.351,0.148,6.614,0.12,0.184,62,5,4,6,5,1.626,3,62.47,6.43481
118,0.003,0.0004369,0.167,0,0.751,0,4.303,0.636,0.123,0,5.003,0.096,0.99,69,3,3,6,6,0.272,3,15.8263,51.3107
91,0,4.17E-05,0.216,0,0.978,0.013,0.185,0,0.302,0.22,7.284,0.132,0.073,72,5,5,6,5,0.154,3,11.6466,-11.249
138,0,0,0.304,7.33E-05,1.187,0.007,2.54,0.355,0.111,0,3.187,0.068,2.121,76,3,3,6,6,0.175,3,12.9985,44.1685
119,0,0,0.122,0,7.272,0.443,0.406,0.0003253,0.135,0,6.219,0.057,0.06,85,4,4,6,4,0.206,3,62.2732,7.15417
76,0,0,0.223,0,3.181,0.063,0.148,0,0.438,0.388,3.994,0.106,0.066,87,5,5,6,5,0.059,3,39.8162,35.9958
158,0.003,0,0.137,0,1.456,0.0007106,0.146,0,0.334,0.16,2.695,0.095,0.138,92,5,5,6,5,0.075,3,31.2394,-4.02539
144,0,0,0.244,0,5.99,0.223,0.14,0,0.267,0.129,6.854,0.077,0.081,104,5,4,6,5,0.04,3,63.9431,17.7053
179,0.001,0,0.218,0,8.365,0.33,0.345,0,0.621,0.455,7.602,0.144,0.286,106,4,4,6,6,0.176,3,62.3395,-1.33012
199,0,0,0.142,0,0.458,0,0.188,0,0.291,0.14,3.606,0.092,0.086,119,5,5,6,5,0.042,3,-51.3,-2.80229
132,0,0,0.264,0,3.482,0.158,0.174,0,0.502,0.423,5.525,0.116,0.101,120,5,5,6,5,0.13,3,42.3395,39.6282
156,0,0,0.161,0,0.69,0.0002572,0.195,0,0.314,0.172,4.258,0.107,0.052,124,5,5,6,5,0.043,3,-11.3397,-11.6467
100,0.001,0,0.098,0,0.396,0,2.001,0.261,0.107,0,2.75,0.119,0.002,127,3,3,6,6,0.041,3,10.4358,43.3832
43,0,0,0.269,0,0.749,0,0.25,0,0.409,0.443,3.959,0.144,0.042,131,5,5,6,5,0.117,3,3.76819,-29.8706
110,0,0,0.253,0.003,0.818,0,0.78,0.063,0.69,0.787,3.317,0.136,0.122,133,5,5,6,5,0.112,3,2.84235,19.5246
88,0,0,0.166,0,9.055,0.46,0.184,0,0.313,0.439,3.905,0.075,0.114,143,4,4,6,6,0.082,3,61.3805,-4.84558
122,0,0.0003576,0.237,0,2.12,0.034,0.28,0,0.574,0.571,3.223,0.162,0.104,149,5,5,6,5,0.107,3,30.1734,17.837
37,0,0,0.355,0,0.763,0,0.247,0,0.664,0.577,4.674,0.206,0.132,151,5,5,6,5,0.164,3,17.8509,-44.0303
95,0,0,0.243,0,2.284,0.122,0.167,0,0.526,0.405,5.673,0.182,0.097,161,5,5,6,5,0.238,3,34.6868,20.7446
57,0,0,0.302,0,7.348,0.538,0.184,0,0.348,0.409,7.085,0.114,0.112,164,4,4,6,6,0.176,3,62.7323,6.39475
83,0,0,0.424,0.054,0.675,0,0.287,0,0.39,0.509,5.073,0.105,0.313,165,5,5,6,5,0.092,3,-17.6225,-19.8098
103,0,0,0.23,0,0.608,0,0.251,0,0.464,0.597,2.621,0.154,1.086,166,5,5,6,5,0.066,3,-28.9992,-30.8031
69,0,0,0.484,0.0001466,0.804,0,1.636,0.221,0.109,0,4.212,0.1,1.6,168,3,3,6,6,0.161,3,8.86706,40.0491
136,0.001,9.29E-06,0.202,0.0002011,0.972,5.41E-05,0.361,0.002,0.281,0.222,4.128,0.09,0.087,175,5,5,6,5,0.058,3,13.9057,-6.52262
80,0,0,0.737,0.281,0.426,0,0.183,0,0.103,0,6.111,0.115,0.086,180,2,2,6,6,0.052,3,-5.53374,46.443
65,0,0,0.792,0.181,1.71,0.001,0.167,0,0.157,0.006,14.601,0.105,0.067,194,2,2,6,6,0.056,3,25.1853,9.42844
91,0.002,0,1.44,0.545,0.686,0,0.554,0,0.415,0.507,6.997,0.163,2.85,196,2,2,6,6,0.211,3,-0.908977,48.1379
88,0,1.44E-05,0.215,0,0.646,0,0.212,0,0.347,0.46,4.987,0.125,0.108,200,5,5,6,5,0.068,3,-27.489,-23.3809
102,0,0,0.289,0,0.429,0,0.206,0,0.405,0.514,7.574,0.155,0.312,207,5,5,6,5,0.102,3,-41.4868,-21.907
60,0,2.11E-05,0.245,0,0.734,0,0.276,0,0.562,0.819,7.606,0.178,1.032,208,5,5,6,5,0.152,3,15.2303,-44.024
265,0.001,2.38E-05,0.242,0.002,2.277,0.054,0.568,0.039,0.297,0.22,8.089,0.128,0.121,215,5,5,6,5,0.087,3,26.4929,25.1797
330,0.028,0.023,0.235,0,0.745,0.001,0.291,0.004,0.203,0.103,7.09,0.12,0.127,236,5,5,6,5,0.223,3,-1.14659,4.10749
242,0,0,0.73,0.119,0.989,0,3.882,0.505,0.312,0.173,8.112,0.151,0.628,247,3,3,6,5,0.234,3,15.9786,50.0206
429,0.007,0.003,0.18,0,1.243,0.008,0.295,3.54E-05,0.29,0.214,6.627,0.11,1.848,252,5,5,6,5,0.164,3,24.5131,-4.12833
236,0,0,0.11,0,0.397,0,0.131,0,0.245,0.104,3.817,0.078,0.064,260,5,5,6,5,0.035,3,-52.4153,11.0511
175,0,0,0.194,0,3.423,0.102,4.346,0.585,0.119,0,3.069,0.118,0.143,273,3,3,6,6,0.293,3,21.8096,49.4186
257,0.002,2.46E-05,0.26,0.038,3.655,0.171,2.426,0.254,0.116,0,4.293,0.088,0.159,333,3,3,6,6,0.225,3,23.9645,46.2819
357,0.001,1.77E-05,0.177,0,0.617,3.54E-06,0.163,0,0.258,0.152,4.703,0.103,0.102,351,5,5,6,5,0.071,3,-16.7338,-9.46163
186,0.005,0.0001566,0.192,0.000102,7.161,0.423,0.262,7.26E-05,0.121,0,6.923,0.108,0.336,360,4,4,6,4,0.335,3,62.8377,7.65384
200,0,0,0.136,0,5.479,0.315,0.193,0,0.151,0.015,7.738,0.076,0.111,374,4,4,6,4,0.105,3,62.6596,23.2699
235,0,0,0.251,7.44E-05,6.132,0.286,0.419,0,0.42,0.349,6.771,0.182,0.26,407,4,4,6,5,0.288,3,62.4501,15.7229
271,0,0,0.137,0,0.463,0,0.149,0,0.28,0.28,5.608,0.077,0.087,414,5,5,6,5,0.17,3,-49.3554,-0.0256496
172,0,0,0.149,0,5.528,0.283,0.202,0,0.106,0,5.029,0.054,0.173,415,4,4,6,6,0.122,3,62.9671,22.7612
138,0.001,0.0001236,0.078,0,6.901,0.313,0.172,0,0.113,0,5.25,0.047,0.096,416,4,4,6,4,0.263,3,63.4867,10.0058
312,0.001,0.0001273,0.187,0,5.741,0.296,0.208,0,0.133,9.79E-06,8.108,0.077,0.121,427,4,4,6,6,0.123,3,63.7884,20.1808
256,0.001,0.0003148,0.31,4.19E-05,19.409,0.885,0.491,0.0001621,0.328,0.232,2.15,0.139,0.331,437,4,4,6,4,0.253,3,59.0513,-27.3548
244,0,0,0.317,0.0002319,6.705,0.289,0.205,0,0.109,0,6.586,0.089,0.195,461,4,4,6,6,0.603,3,63.5969,11.2587
165,0.001,0,0.244,0.037,0.614,0,0.651,0.053,0.324,0.182,2.889,0.107,0.081,463,5,5,6,5,0.087,3,-5.94712,26.9286
166,0.004,0.001,0.148,0,0.593,0,0.218,8.73E-05,0.232,0.133,9.945,0.087,0.117,469,5,5,6,5,0.05,3,-20.5246,1.48742
128,0.001,0,0.21,0.005,5.519,0.324,0.363,0.001,0.124,0,5.662,0.093,0.19,478,4,4,6,4,0.194,3,61.9074,22.4634
218,0.003,4.92E-05,0.13,0,7.871,0.429,0.205,0,0.105,0,3.171,0.061,0.209,482,4,4,6,4,0.299,3,62.0064,2.37746
469,0,0,0.125,0,2.431,0.068,0.181,0,0.236,0.17,5.089,0.084,0.119,489,5,5,6,5,0.092,3,38.9818,21.6851
296,0.004,0.0003241,0.125,0,0.459,0,0.148,0,0.218,0.125,5.851,0.078,0.121,525,5,5,6,5,0.051,3,-45.7911,8.46553
269,0,4.70E-06,0.171,0,5.404,0.267,0.359,0,0.236,0.039,2.86,0.113,0.169,528,4,4,6,6,0.133,3,61.2286,23.5935
208,0.002,1.22E-05,0.335,0.002,0.553,0,2.563,0.406,0.133,3.04E-06,6.792,0.071,0.161,534,3,3,6,6,0.364,3,11.6857,44.755
245,0.002,8.86E-05,0.176,0,2.358,0.022,0.208,0,0.261,0.163,6.082,0.121,0.092,535,5,5,6,5,0.091,3,37.8955,20.4224
299,0.003,0,0.17,0,5.723,0.254,0.193,0,0.116,0,5.949,0.074,0.552,543,4,4,6,6,0.297,3,63.829,20.3604
274,0,0,0.289,0,2.297,0.053,0.245,0,0.274,0.246,3.793,0.142,0.166,554,5,5,6,5,0.077,3,37.0782,19.582
230,0.001,0,0.117,0,0.682,0.008,0.182,0.0004646,0.249,0.153,4.717,0.089,0.059,571,5,5,6,5,0.07,3,-9.80818,-4.5107
148,0,8.10E-05,0.204,0,3.602,0.131,0.213,0,0.248,0.212,6.262,0.097,0.125,611,5,5,6,5,0.07,3,45.4018,39.037
378,0,0,0.154,0,0.766,0.0003305,0.179,0.0005252,0.227,0.137,8.007,0.092,0.079,631,5,5,6,5,0.052,3,-2.49728,-2.48112
201,0,0,0.319,0,0.629,0,0.245,0,0.356,0.398,8.611,0.18,0.192,657,5,5,6,5,0.201,3,-17.4525,-18.6233
55,0.002,0,0.255,0,0.449,0,0.305,0,0.28,0.294,9.678,0.106,2.788,666,5,5,6,5,0.106,3,-38.6288,6.61222
136,0,0,0.295,0,0.768,0,0.232,0,0.412,0.281,5.832,0.197,0.112,675,5,5,6,5,0.065,3,4.10161,-29.9473
218,0.069,0.012,0.228,0,1.023,0,0.317,2.90E-05,0.288,0.276,3.659,0.116,0.09,704,5,5,6,5,0.091,3,14.3247,-7.91517
280,0.001,0,0.113,0,0.367,0,0.141,0,0.238,0.104,8.621,0.082,0.079,734,5,5,6,5,0.066,3,-52.7376,11.8262
549,0.002,2.97E-05,0.237,0,5.221,0.267,0.21,0,0.174,0.041,6.913,0.121,0.114,758,4,4,6,6,0.229,3,61.3362,25.7224
339,0.003,0.000289,0.167,0,0.45,0,0.161,0,0.245,0.177,8.564,0.099,0.066,770,5,5,6,5,0.063,3,-37.396,-2.0802
221,0.003,2.86E-05,0.094,0,0.422,0,0.159,0,0.231,0.102,4.769,0.078,0.095,818,5,5,6,5,0.055,3,-50.5709,10.228
303,0.022,0.01,0.125,0,0.441,0,0.163,0,0.227,0.141,8.321,0.087,0.083,846,5,5,6,5,0.058,3,-46.4658,9.15998
161,0,0,0.135,0,1.208,0.007,0.181,0,0.299,0.275,9.647,0.094,0.072,877,5,5,6,5,0.073,3,22.805,-5.7845
225,0,0,0.091,0,0.396,0,0.126,0,0.251,0.154,7.34,0.064,0.045,878,5,5,6,5,0.046,3,-52.3338,10.9166
293,0,0,0.358,0.0007575,4.33,0.194,3.153,0.475,0.115,0,3.865,0.076,0.257,886,3,3,6,6,0.325,3,23.471,48.3775
298,0.001,0,0.313,0.0007271,3.56,0.114,0.56,0.015,0.207,0.101,10.164,0.102,0.186,888,5,4,6,5,0.136,3,34.6529,40.0943
233,0,0,0.237,0,4.791,0.186,0.197,0,0.265,0.19,9.289,0.126,0.12,890,5,5,6,5,0.343,3,58.9899,30.6224
67,0,0,0.264,0,7.275,0.446,0.226,0,0.114,0,7.288,0.118,0.328,925,4,4,6,4,0.298,3,62.8267,7.06602
