sample_id_int,cell_id,Area,CD3_Mean,CD8_Mean,CD19_Mean,CD68_Mean,CK_Mean,CD3 (Opal 540) Mean,CD8 (Opal 650) Mean,CD19 (Opal 480) Mean,CD68 (Opal 520) Mean,CK (Opal 780) Mean,IER3 (Opal 620) Mean, pStat3 (Opal 570) Mean, Ki67 (Opal 690) Mean, Dapi (DAPI) Mean,tsne_1,tsne_2,cell_type_inform_int,cell_type_manual_int,cell_type_auto_int,cell_type_FlowSOM_QC
9,2570,196,0,0,0,0,0,0.09,0.131,0,0.417,0.117,0.033,0.047,0.024,7.572,-38.186935,21.06984,5,6,6,6
9,2588,642,0,0,7.86E-06,0.006,0.05,0.132,0.269,0,1.055,0.209,0.105,0.066,0.695,15.754,16.174555,-5.5787487,5,6,6,6
9,2606,417,0,0,0,0,0.009,0.112,0.132,0,0.381,0.159,0.059,0.087,0.035,5.544,-41.251274,22.041445,5,6,6,6
9,2684,292,0,0,0,0.015,0.088,0.143,0.201,0,0.935,0.241,0.09,0.106,0.058,7.468,8.450777,-7.9008613,5,6,5,6
9,2712,326,0,0,0,0,0.048,0.134,0.204,0,0.497,0.211,0.072,0.075,0.066,6.941,-44.194157,5.8242764,5,6,6,6
9,2782,67,0,0,0,0,0.031,0.081,0.156,0,0.427,0.224,0.075,0.04,0.022,8.36,-50.321423,10.233875,5,6,6,6
9,2801,491,0,0,2.58E-06,0,0.063,0.095,0.17,0,0.503,0.202,0.081,0.055,0.04,7.55,-45.781208,5.8729596,5,6,6,6
9,2812,224,0,0,0,0,0.059,0.087,0.196,0,0.625,0.221,0.087,0.06,0.04,7.707,-17.432459,1.0666559,5,6,6,6
9,2827,179,0,0,0,0.03,0.05,0.117,0.26,0,1.225,0.23,0.083,0.085,0.048,9.875,21.781555,-3.2552989,5,6,6,6
9,2915,342,0,0,0,0,0.058,0.074,0.142,0,0.484,0.227,0.062,0.051,0.031,4.757,-47.153267,5.2281656,5,6,6,6
9,2976,352,0,0,0,0,0.0004766,0.055,0.153,0,0.466,0.139,0.041,0.057,0.03,4.435,-36.02232,17.890425,5,6,6,6
9,2984,439,0,0,0,0,0.056,0.066,0.145,0,0.382,0.197,0.045,0.045,0.028,3.827,-46.90416,15.288776,5,6,6,6
9,3019,90,0,0,0,0,0.053,0.102,0.207,0,0.604,0.224,0.094,0.078,0.036,8.061,-19.821636,1.8239523,5,6,6,6
9,3153,77,0,0,0,0,0.014,0.101,0.186,0,0.599,0.225,0.066,0.058,0.036,10.264,-19.58622,1.3112465,5,6,6,6
9,3171,137,0,0,0,0,0.064,0.094,0.165,0,0.438,0.214,0.064,0.064,0.063,10.461,-48.50809,9.049779,5,6,6,6
9,3189,111,0,0,0,0.0002319,0.039,0.122,0.225,0,1.249,0.293,0.082,0.073,0.033,6.002,24.156155,-4.9103885,5,6,6,6
9,3239,260,0,0,0,0,0.081,0.123,0.198,0,0.554,0.188,0.069,0.057,0.042,9.999,-22.735468,6.8745174,5,6,6,6
9,3319,180,0,0,0,0,0.061,0.101,0.158,0,0.284,0.233,0.082,0.066,0.024,6.579,-55.501686,17.252663,5,6,6,6
9,3324,377,0,0,0,0,0.029,0.089,0.205,0,0.443,0.207,0.083,0.059,0.022,6.931,-48.8928,8.316242,5,6,6,6
9,3397,66,0,0,0,0,0.006,0.147,0.182,0,0.389,0.19,0.084,0.04,0.055,8.34,-48.270496,13.300342,5,6,6,6
9,3403,30,0,0,0,0,0.024,0.126,0.271,0,0.358,0.217,0.065,0.09,2.22,10.554,-50.80855,13.856157,5,6,6,6
9,3405,45,0,0,0,0.002,0.045,0.113,0.266,0,1.396,0.226,0.207,0.122,0.048,8.704,28.039782,-1.0710144,5,6,6,6
9,3407,36,0,0,0,0,0.074,0.142,0.278,0,0.619,0.233,0.106,0.052,0.048,9.389,-12.482343,2.3829563,5,6,6,6
9,3409,53,0,0,0,0,4.57E-05,0.117,0.163,0,0.471,0.14,0.083,0.101,0.038,9.122,-31.45927,17.188139,5,6,6,6
9,3410,58,0,0,0,0,0.003,0.096,0.161,0,0.463,0.174,0.067,0.065,0.03,9.095,-33.381428,17.030346,5,6,6,6
9,3411,56,0,0,0,0,0.05,0.125,0.166,0,0.48,0.239,0.077,0.044,0.028,8.399,-46.0674,6.953854,5,6,6,6
9,3446,59,0,0,0,0,0.081,0.11,0.19,0,0.555,0.229,0.075,0.071,0.021,5.666,-23.69503,1.6156338,5,6,6,6
9,3457,34,0,0,0,0,0.007,0.131,0.327,0.003,0.871,0.205,0.094,0.105,0.048,15.419,3.844619,-5.4366817,5,6,6,6
9,3468,104,0,0,0,0,0.025,0.104,0.237,0,0.674,0.246,0.106,0.05,1.193,7.549,-10.264602,-2.1716018,5,6,6,6
9,3475,68,0,0,0,0,0,0.165,0.177,0,0.539,0.123,0.065,0.095,0.032,11.657,-23.94171,15.04895,5,6,6,6
9,3477,74,0,0.114,0,0,0,0.177,1.674,0,0.56,0.143,0.067,0.493,0.031,6.685,6.8072023,38.511852,5,6,3,6
9,3482,40,0,0,0,0,0.081,0.105,0.158,0,0.472,0.255,0.066,0.069,0.048,6.982,-48.81864,1.4827996,5,6,6,6
9,3505,47,0,0,0,0,0.09,0.117,0.225,0,0.577,0.302,0.079,0.038,0.02,4.862,-26.742483,-4.8957553,5,6,5,6
10,109,52,0,0,0,0,0.05,0.301,0.34,0,0.438,0.143,0.088,0.087,0.068,11.791,-23.21147,32.972042,5,6,6,6
10,187,75,0,0,0,0,0.096,0.139,0.171,0,0.51,0.219,0.082,0.117,0.052,8.426,-44.358665,6.5578475,5,5,5,6
10,234,53,0,0.065,0,0,0.017,0.385,1.118,0,0.502,0.16,0.078,0.029,0.053,12.985,3.7312622,37.290997,5,6,6,6
10,397,292,0,0,0,0,0.063,0.102,0.242,0,0.326,0.161,0.069,0.073,0.031,3.891,-50.882618,16.713507,5,6,6,6
10,425,74,0,0,0,0,0.043,0.083,0.219,0,0.599,0.191,0.066,0.073,0.031,7.334,-20.046509,2.9998157,5,6,6,6
10,531,77,0,0,0,0,0.059,0.186,0.272,0,0.348,0.157,0.1,0.12,0.08,11.902,-32.625717,34.611572,5,6,6,6
10,669,74,0,0,0,0,0.045,0.131,0.237,0,0.564,0.198,0.071,0.075,0.036,11.25,-21.79149,4.6019516,5,6,6,6
10,703,242,0,0,0,0,0.028,0.106,0.195,0,0.398,0.173,0.077,0.061,0.04,9.166,-48.162945,13.454013,5,6,6,6
10,757,209,0,0,0,0,0.084,0.112,0.181,0,0.344,0.178,0.073,0.091,0.025,7.957,-51.54461,16.0726,5,6,6,6
10,765,191,0,0,0,0,0.067,0.125,0.165,0,0.395,0.152,0.045,0.052,0.054,10.046,-37.14389,23.087284,5,6,6,6
10,782,148,0,0,0,0,0.068,0.123,0.251,0,0.589,0.185,0.082,0.09,0.048,10.656,-21.249851,4.6127586,5,6,6,6
10,785,67,0,0,0,0,0.012,0.138,0.143,0,0.247,0.165,0.052,0.094,0.036,9.04,-54.571987,19.845884,5,6,6,6
10,821,143,0,0,0,0,0.006,0.132,0.202,0,0.41,0.136,0.081,0.123,0.047,9.724,-33.04225,20.044352,5,6,6,6
10,873,115,0,0,0,0.008,0.037,0.136,0.174,0,0.714,0.165,0.063,0.045,0.032,9.34,-14.824011,13.205379,5,6,6,6
10,883,71,0,0,0,0,0.063,0.17,0.182,0,0.447,0.221,0.092,0.131,0.045,8.656,-44.3573,9.759509,5,6,6,6
10,896,260,0,0,0,0,0.083,0.143,0.338,0,0.427,0.206,0.076,0.123,3.193,7.814,-55.834377,2.9089975,5,6,6,6
10,942,109,0,0,0,0.005,0.072,0.302,0.268,0,0.804,0.195,0.116,0.824,0.079,8.519,0.26460165,4.7653794,5,6,6,6
10,946,277,0,0,0,0,0.07,0.111,0.186,0,0.273,0.172,0.057,0.059,0.028,7.897,-54.5921,19.141933,5,6,6,6
10,993,181,0,0,0,0,0.043,0.201,0.219,0,0.376,0.197,0.086,0.162,0.034,7.454,-39.840057,12.904363,5,6,6,6
10,1004,110,0,0,0,0,0.042,0.102,0.182,0,0.252,0.172,0.056,0.055,0.025,7.217,-54.85957,19.435217,5,6,6,6
10,1009,261,0,0,1.62E-05,0,0.034,0.113,0.18,0,0.4,0.156,0.06,0.046,0.063,11.317,-47.59364,13.938532,5,6,6,6
10,1026,148,0,0,0,0,0.098,0.148,0.181,0,0.28,0.186,0.064,0.053,0.034,9.671,-53.988155,17.7658,5,5,5,6
10,1038,173,0,0,0,0,0.007,0.092,0.179,0,0.481,0.142,0.06,0.06,0.052,11.507,-30.80386,16.867682,5,6,6,6
10,1043,188,0,0,0,0,0.027,0.103,0.188,0,0.554,0.156,0.056,0.049,0.045,6.144,-24.221165,12.742361,5,6,6,6
10,1071,228,0,0,0,0,0.071,0.356,0.272,0.001,0.477,0.218,0.101,0.091,0.208,10.526,-34.493164,7.379318,5,6,6,6
10,1161,154,0,0,8.21E-06,0,0.094,0.13,0.21,0,0.778,0.193,0.072,0.067,0.174,7.861,-2.1805406,-3.1215382,5,6,5,6
10,1208,90,0,0,0,0,0.087,0.204,0.209,0,0.493,0.207,0.118,0.173,0.061,8.635,-37.069183,3.0095897,5,6,5,6
10,1233,54,0,0,0,0,0.046,0.154,0.184,0.001,0.458,0.237,0.078,0.048,0.115,7.919,-45.005707,9.188987,5,6,6,6
10,1275,131,0,0,0,0,0.099,0.148,0.198,0,0.603,0.198,0.088,0.106,0.033,7.475,-18.629648,3.1746025,5,5,5,6
10,1359,167,0,0,0,0,0.05,0.089,0.152,0,0.369,0.192,0.067,0.062,0.042,10.17,-47.332085,15.293588,5,6,6,6
10,1416,132,0,0,0,0.062,0.083,0.083,0.226,0,1.309,0.18,0.041,0.078,0.038,15.062,24.812023,-1.009789,5,6,5,6
10,2014,110,0,0,0,0,0.028,0.157,0.203,0,0.731,0.229,0.085,0.196,0.154,5.052,-3.6134531,-2.6183426,5,6,6,6
10,2212,84,0,0,0,0,0.058,0.149,0.184,0.001,0.309,0.201,0.071,0.176,0.036,8.091,-53.819675,16.902712,5,6,6,6
10,2328,187,0,0,0,0,0.041,0.197,0.243,0,0.328,0.161,0.073,0.118,1.674,7.806,-34.292934,33.72104,5,6,6,6
10,2385,186,0,0,0,0.104,0.06,0.261,0.246,0.001,1.768,0.189,0.103,0.349,0.3,9.955,35.907482,5.881824,5,6,4,6
10,2655,56,0,0,0,0,0.061,0.191,0.185,0,0.438,0.197,0.09,0.059,0.162,8.698,-43.304314,10.19404,5,6,6,6
11,16,187,0,0,0,0,0.083,0.099,0.284,0,0.518,0.293,0.067,0.083,3.149,4.694,-46.79069,-14.312792,5,6,6,6
11,19,106,0,0,0,0,0.023,0.178,0.22,0,0.72,0.264,0.062,0.158,0.043,5.326,-9.529078,-13.226041,5,6,6,6
11,39,60,0.035,0,0.0002155,0,0.045,0.739,0.258,0,0.54,0.247,0.074,0.047,0.044,11.875,-5.207646,46.379665,5,6,6,6
11,44,145,0,0,0.003,0,0.021,0.082,0.192,0.014,0.591,0.279,0.046,0.069,0.049,3.171,-23.984604,-3.6294165,5,6,6,6
11,60,103,0,0,0.005,0,0.0001615,0.196,0.218,0.003,0.682,0.213,0.056,0.419,0.041,9.806,-11.598718,0.50370437,5,6,6,6
11,63,81,0,0,0,0,0.053,0.258,0.265,0,0.389,0.284,0.071,1.017,0.049,5.557,-37.97852,8.17474,5,6,6,6
11,67,174,0,0,0.006,0,0.01,0.093,0.175,0.018,0.539,0.268,0.04,0.065,0.064,5.48,-24.582407,-1.3450491,5,6,6,6
11,74,146,0,0,0.0009615,0,7.23E-05,0.128,0.145,0.001,0.206,0.247,0.039,0.048,0.028,7.796,-56.341778,18.688976,5,6,6,6
11,85,121,0,0,0.009,0.003,0.09,0.158,0.365,0.002,1.137,0.312,0.058,0.078,0.237,6.211,19.96972,-8.8978195,5,6,5,6
11,118,71,0,0,0,0,0.02,0.167,0.234,0,0.435,0.396,0.073,0.064,0.041,10.366,-56.1379,-12.275622,5,6,6,6
11,126,161,0,1.57E-05,0,0,0.087,0.176,0.301,0,0.539,0.431,0.065,0.04,0.044,4.545,-41.11327,-30.334135,5,6,5,6
11,167,67,0,0,0,0,0.085,0.228,0.257,0,0.497,0.359,0.075,0.178,0.039,5.949,-40.78411,-19.087992,5,6,6,6
11,174,152,0,0,0,0,0.088,0.168,0.221,0,0.355,0.394,0.077,0.056,0.026,8.312,-59.284515,-7.2492766,5,6,5,6
11,238,223,0,8.24E-05,0,0,0.038,0.185,0.452,0,0.735,0.259,0.064,0.064,0.064,2.361,-7.403057,5.3160086,5,6,6,6
11,301,663,0,0,0,0.0006305,0.082,0.144,0.26,0,0.774,0.274,0.068,0.096,0.041,6.352,-2.044715,-9.860288,5,6,6,6
11,309,710,0,0,0,0,0.037,0.117,0.211,0.001,0.618,0.233,0.061,0.082,0.045,5.45,-18.81214,1.0554339,5,6,6,6
11,316,269,0,0,0,0,0.000936,0.147,0.231,0,0.462,0.223,0.063,0.119,0.038,9.73,-51.401615,4.421624,5,6,6,6
11,317,135,0,0,0,0,0.002,0.124,0.196,0,0.485,0.258,0.059,0.093,0.029,9.881,-47.619495,1.1894647,5,6,6,6
11,321,58,0,0,0,0,0.006,0.173,0.237,0,0.344,0.259,0.062,0.143,0.037,6.795,-56.870567,11.265637,5,6,6,6
11,322,311,0,0,0,0,0.087,0.148,0.223,0,0.397,0.261,0.054,0.154,0.066,5.625,-55.47569,8.150363,5,6,5,6
11,326,282,0,0,0,0,0.019,0.186,0.213,0,0.415,0.269,0.065,0.101,0.042,5.296,-40.49329,1.129785,5,6,6,6
11,328,429,0,0.059,0,0,0.052,0.136,0.738,0,0.702,0.298,0.063,0.22,0.964,2.782,-3.533741,28.658163,5,6,6,6
11,329,382,0,0,3.31E-06,1.32E-05,0.059,0.143,0.241,0,0.493,0.264,0.059,0.115,0.054,5.165,-44.162926,0.5154978,5,6,6,6
11,333,354,0,0,0,0.004,0.055,0.204,0.304,0,1.284,0.315,0.081,0.342,0.222,4.52,25.597443,-4.337034,5,6,6,6
11,350,456,0,0,0,0,0.008,0.125,0.204,0,0.59,0.271,0.065,0.091,0.033,7.118,-21.60931,-1.2782848,5,6,6,6
11,351,289,0,0,0,0,0.002,0.15,0.213,0,0.455,0.243,0.069,0.083,0.032,8.819,-50.999134,5.1720862,5,6,6,6
11,354,159,0,0,0,0,0.012,0.158,0.225,0,0.381,0.279,0.062,0.147,0.04,6.245,-56.702076,9.712983,5,6,6,6
11,363,277,0,0,0,0,0.06,0.174,0.203,0,0.37,0.269,0.067,0.134,0.04,5.212,-57.067066,10.478319,5,6,6,6
11,366,328,0,0,0,0,0.011,0.132,0.194,0,0.548,0.286,0.064,0.069,0.029,6.787,-27.756403,-2.9614108,5,6,6,6
11,375,313,0,0,0,0,0.089,0.201,0.327,0,0.768,0.339,0.082,0.212,1.847,5.076,-6.820613,-23.348618,5,6,5,6
11,381,369,0,0.002,0,0.025,0.084,0.112,0.45,0,1.837,0.315,0.061,0.098,0.07,4.389,45.440052,0.74405324,5,6,5,6
11,384,474,0,0,0,0,0.081,0.133,0.216,0,0.542,0.309,0.073,0.097,0.029,6.23,-28.298933,-3.7284124,5,6,6,6
11,385,82,0,0,0,0,0.005,0.111,0.251,0,0.623,0.298,0.066,0.109,0.035,7.247,-18.19015,-4.6304884,5,6,6,6
11,393,252,0,0,0,0,0.077,0.181,0.373,0.001,0.631,0.295,0.067,1.282,3.782,7.192,-20.740181,-11.349892,5,6,6,6
11,403,181,0,0,0,0,0.002,0.158,0.243,0,0.45,0.243,0.069,0.146,0.042,7.674,-52.16165,4.0297346,5,6,6,6
11,414,470,0,0,0,0,0.02,0.137,0.193,0,0.435,0.298,0.069,0.086,0.029,7.783,-52.25959,-2.667609,5,6,6,6
11,435,361,0,0.0001238,0,0,0.062,0.151,0.279,0,0.677,0.286,0.068,0.097,0.04,3.558,-11.792672,-1.8635688,5,6,6,6
11,437,509,0,0,0,0,0.072,0.152,0.206,0,0.393,0.273,0.07,0.137,0.045,5.364,-55.95409,9.110055,5,6,6,6
11,457,201,0,0,0,0,0.057,0.198,0.235,0,0.6,0.299,0.075,1.016,0.051,4.524,-18.772245,-12.603012,5,6,6,6
11,462,462,0,0,0,0,0.08,0.16,0.322,0,0.675,0.308,0.079,0.088,0.048,7.471,-19.607141,-10.283292,5,6,6,6
11,488,134,0,0,0,4.70E-05,0.079,0.152,0.243,0,0.778,0.32,0.068,0.18,0.035,6.707,-3.5394645,-18.753843,5,6,6,6
11,509,1513,0,0,0,0,0.057,0.128,0.251,0,0.661,0.28,0.065,0.077,0.666,6.272,-12.272615,-2.7722695,5,6,6,6
11,510,139,0,0,0,8.70E-05,0.052,0.163,0.201,0,0.521,0.265,0.06,0.241,0.034,5.612,-35.669167,-4.730542,5,6,6,6
11,565,128,0,0,0,0,0.067,0.142,0.24,0,0.739,0.302,0.064,0.166,0.039,6.643,-5.4462366,-11.894183,5,6,6,6
11,590,194,0,0,6.52E-06,0,0.039,0.15,0.208,0.002,0.542,0.276,0.076,0.149,0.074,10.853,-29.864878,-4.1923122,5,6,6,6
11,593,200,0,0,0,0,0.043,0.098,0.199,0,0.512,0.324,0.063,0.08,0.106,6.142,-47.63012,-8.0218725,5,6,6,6
11,596,315,0,0,0,0,0.019,0.105,0.205,0,0.659,0.28,0.062,0.068,0.035,5.31,-13.067229,-4.0953455,5,6,6,6
11,604,298,0,9.84E-05,0,0,0.09,0.115,0.318,0.001,0.399,0.264,0.051,0.06,0.042,8.509,-56.948627,2.1405847,5,6,5,6
11,605,315,0,0,0,0,0.083,0.174,0.22,0,0.597,0.308,0.07,0.203,0.064,4.383,-29.3395,-8.902263,5,6,6,6
11,607,676,0,0,0,0,0.077,0.116,0.2,0,0.442,0.286,0.063,0.089,0.031,5.264,-51.933525,-1.8498737,5,6,6,6
11,627,281,0,0,0,0,0.093,0.213,0.193,0,0.435,0.288,0.075,0.187,0.043,9.408,-40.113125,-0.29735526,5,6,5,6
11,633,194,0,0,0,0,0.073,0.19,0.259,0,0.618,0.295,0.084,0.127,0.048,7.239,-23.022429,-15.959122,5,6,6,6
11,641,209,0,0,0,0,0.075,0.228,0.242,0,0.645,0.297,0.085,0.137,0.036,7.289,-15.307068,-14.815353,5,6,6,6
11,658,538,0,0,0,0,0.046,0.111,0.213,0,0.55,0.294,0.062,0.07,0.031,6.842,-26.903967,-2.608391,5,6,6,6
11,662,434,0,0,0,0,0.033,0.165,0.236,0,0.613,0.266,0.071,0.068,0.045,11.029,-19.15324,-6.836485,5,6,6,6
11,689,449,0,0,0,0,0.004,0.129,0.208,0,0.483,0.249,0.064,0.078,0.038,7.824,-47.492397,1.7563231,5,6,6,6
11,690,159,0,0,0,0,0.095,0.298,0.32,0,0.877,0.337,0.109,0.139,0.088,15.915,7.6828427,-28.60829,5,5,5,6
11,715,224,0,0,0,0,0.02,0.125,0.212,0,0.551,0.272,0.067,0.087,0.038,8.54,-26.945803,-1.1100307,5,6,6,6
11,732,290,0,0,0,0,0.03,0.123,0.213,0,0.555,0.255,0.062,0.068,0.029,6.354,-25.63287,0.34597132,5,6,6,6
11,739,165,0.0001896,0,0,0,0.087,0.471,0.246,0,0.518,0.288,0.071,0.072,0.031,9.49,-32.079777,8.851964,5,6,5,6
11,744,150,0,0,0,0,0.071,0.123,0.194,0,0.533,0.297,0.067,0.107,0.028,7.827,-46.32165,-7.265987,5,6,6,6
11,745,350,3.61E-06,0,0.007,0,0.071,0.194,0.217,0.001,0.641,0.282,0.082,0.09,0.046,7.248,-15.736909,-11.355911,5,6,6,6
11,752,411,0,0,0.002,0,0.075,0.13,0.232,0.004,0.507,0.313,0.067,0.101,0.043,4.515,-48.760254,-8.663799,5,6,6,6
11,765,264,0,0,0.002,0,4.79E-06,0.127,0.198,0.001,0.445,0.205,0.046,0.116,0.064,4.886,-47.9868,8.834156,5,6,6,6
11,773,275,0,0,0.0001815,9.20E-06,0.023,0.141,0.243,0.001,0.584,0.288,0.055,0.069,0.039,5.156,-28.28685,-5.92398,5,6,6,6
11,800,188,0,0,3.03E-05,0,0.002,0.142,0.264,0.003,0.588,0.254,0.058,0.097,0.06,15.02,-20.088709,-6.4260035,5,6,6,6
11,814,184,0,0,0.023,0,0.001,0.117,0.306,0.013,0.775,0.241,0.053,0.056,0.043,12.902,1.555716,-5.6743665,5,6,6,6
11,815,174,0,0,0.078,0,0.004,0.092,0.245,0.055,0.999,0.264,0.046,0.069,0.072,6.437,10.882275,-7.0326514,5,6,6,6
11,818,198,0,0,0.056,0,0.0009987,0.134,0.34,0.061,0.873,0.22,0.058,0.091,0.052,13.13,3.8103006,-5.4706674,5,6,6,6
11,820,404,0,0,0.0005902,0,0.001,0.137,0.188,0.002,0.53,0.207,0.047,0.034,0.051,7.866,-43.315666,4.950201,5,6,6,6
11,831,402,0,0,0,0,0.036,0.106,0.223,0,0.548,0.292,0.066,0.078,0.038,6.275,-27.102442,-2.305565,5,6,6,6
11,835,237,0,0,0.009,0,1.60E-05,0.115,0.237,0.007,0.714,0.218,0.049,0.049,0.047,4.406,-6.1674986,-2.659624,5,6,6,6
11,841,250,0.0002707,0,0.007,0.109,0.007,0.118,0.225,0.004,2.838,0.277,0.051,0.078,0.064,7.433,39.012672,29.419289,5,6,6,6
11,842,551,0,0,0,0,0.067,0.129,0.224,0.001,0.565,0.255,0.059,0.136,0.045,3.929,-25.880058,0.7216073,5,6,6,6
11,844,249,0,0,0.053,0.147,5.16E-05,0.114,0.213,0.037,3.552,0.222,0.033,0.064,0.094,9.446,45.17302,38.576828,5,6,4,6
11,857,154,0,0,0.012,5.75E-05,0,0.388,0.204,0.026,0.826,0.196,0.053,0.065,0.157,10.395,0.40837994,5.7164073,5,6,6,6
11,874,166,0,0,0,0,0.093,0.229,0.274,0,0.673,0.301,0.084,0.277,0.052,5.021,-14.291319,-15.768869,5,6,5,6
11,904,271,0,0,0.073,0.006,0.03,0.115,0.279,0.077,1.283,0.288,0.05,0.056,0.076,7.5,25.316566,-3.227698,5,6,6,6
11,938,162,0,0,0.173,0.021,0.124,0.077,0.257,0.168,1.88,0.338,0.043,0.075,0.047,3.534,39.512928,6.5809903,5,5,1,6
11,946,570,0,0,4.43E-06,0,0.053,0.237,0.264,0,0.503,0.273,0.073,0.659,0.043,7.286,-35.507404,0.89838606,5,6,6,6
11,976,175,0,0,0,0,0.067,0.206,0.225,0,0.481,0.264,0.071,0.56,0.046,6.332,-37.647804,0.8253029,5,6,6,6
11,1035,82,0,0,0,0,0.093,0.187,0.235,0,0.473,0.321,0.089,0.443,0.048,6.847,-41.19507,-7.9657354,5,6,5,6
11,1082,145,0,0,9.15E-05,0,0.003,0.112,0.201,0.006,0.5,0.235,0.045,0.093,0.101,16.092,-45.83953,3.3059144,5,6,6,6
11,1111,195,0,0,0.006,0.002,3.44E-05,0.188,0.248,0.004,0.78,0.244,0.051,0.134,0.21,8.578,-1.088385,-9.312279,5,6,6,6
11,1142,72,0,0,0.016,0,3.94E-05,0.216,0.283,0.014,0.599,0.191,0.062,0.278,0.048,9.197,-18.101765,7.569424,5,6,6,6
11,1148,68,0,0,0,0,0.071,0.159,0.203,0,0.51,0.33,0.053,0.058,0.064,10.52,-39.35411,-12.159474,5,6,6,6
11,1159,168,0,0,0,0,0.003,0.218,0.248,0,0.457,0.214,0.052,1.165,0.039,5.757,-37.752266,3.326113,5,6,6,6
11,1187,305,0,0,4.55E-05,0,0.003,0.142,0.225,0,0.763,0.238,0.05,0.08,0.066,11.1,-3.4219387,-3.5929945,5,6,6,6
11,1197,179,0,0.000363,0.108,4.46E-05,0.064,0.107,0.615,0.078,0.787,0.271,0.049,0.069,0.186,10.377,-2.8966064,29.256876,5,1,1,6
11,1227,225,0,0,5.62E-06,0,0.024,0.176,0.198,0,0.833,0.257,0.054,0.052,0.037,8.167,2.203379,-9.002789,5,6,6,6
11,1243,751,0,0.015,0,0,0.037,0.141,0.329,0,0.46,0.25,0.051,0.053,0.027,5.927,-55.241295,2.4683983,5,6,6,6
11,1271,375,0,0,0,0.0001054,0.056,0.196,0.322,0.001,0.756,0.25,0.072,0.082,2.829,8.918,1.7094147,-4.736495,5,6,6,6
11,1288,281,0,0,0,0,0.032,0.238,0.253,0,0.825,0.272,0.072,0.414,0.039,4.828,2.4611225,-10.7130995,5,6,6,6
11,1406,154,0,0,0.042,0.0006391,0.086,0.123,0.252,0.018,1.542,0.331,0.059,0.087,0.045,5.895,33.77525,-0.9323793,5,6,6,6
11,1447,250,0,3.52E-05,0.012,0,0.009,0.121,0.298,0.005,0.44,0.229,0.05,0.068,0.327,8.89,-54.919834,2.9788816,5,6,6,6
11,1498,86,0,0,0,0.126,0.054,0.217,0.31,0,3.629,0.297,0.079,0.307,0.262,7.676,45.003323,39.82663,5,6,4,6
11,1501,423,0,0,0.000668,0,0.04,0.181,0.27,0.003,0.541,0.284,0.063,0.108,0.109,14.814,-33.162754,-0.3667614,5,6,6,6
11,1534,289,0,0,0,0,0.016,0.207,0.242,0.001,0.51,0.246,0.061,0.747,0.041,5.269,-36.136627,1.5008317,5,6,6,6
11,1540,66,0,0,0,0,0.093,0.198,0.298,0,0.452,0.299,0.059,0.562,0.027,5.243,-40.159912,2.861033,5,6,5,6
11,1561,262,0,0,0.056,0,0.043,0.15,0.205,0.025,0.779,0.272,0.047,0.051,0.052,7.492,-1.888429,-9.979261,5,6,6,6
11,1591,162,0,0,0.016,2.35E-05,0.023,0.176,0.418,0.016,0.818,0.269,0.066,0.152,0.095,9.054,-5.2135167,-24.473377,5,6,6,6
11,1607,192,0,0,5.91E-05,0,0.044,0.179,0.291,0,0.627,0.281,0.062,0.071,0.076,17.351,-20.384375,-9.697312,5,6,6,6
11,1620,134,0,0,0,0,0.027,0.144,0.274,0,0.635,0.261,0.046,0.063,0.041,9.005,-18.231867,-5.5034347,5,6,6,6
11,1679,174,0,0,7.25E-06,0,0.051,0.174,0.219,0.003,0.426,0.275,0.062,0.049,0.064,11.226,-40.45106,1.2834212,5,6,6,6
11,1685,54,0,0,0.000187,0,0.002,0.21,0.215,0.006,0.39,0.234,0.053,0.071,0.043,15.035,-39.42109,12.053908,5,6,6,6
11,1690,105,0,0,0,0,0.019,0.246,0.224,0,0.398,0.244,0.075,0.539,0.06,6.221,-37.611874,9.239471,5,6,6,6
11,1700,134,0,0,0,0,0.096,0.26,0.286,0,0.574,0.293,0.08,0.652,0.146,8.765,-20.554667,-15.46805,5,5,5,6
11,1711,168,0,0,0,0,0.0006445,0.121,0.198,0,0.377,0.222,0.047,0.141,0.052,4.792,-52.529747,12.834046,5,6,6,6
11,1722,154,0,0,0,0,0.042,0.315,0.262,0,0.514,0.274,0.09,0.414,0.042,10.536,-33.29068,6.2256,5,6,6,6
11,1731,136,0,0,0,0,0.084,0.231,0.302,0,0.512,0.326,0.083,0.041,0.074,12.987,-41.696804,-18.546045,5,6,6,6
11,1733,222,0,0,0,0,0.079,0.176,0.212,0,0.476,0.301,0.066,0.166,0.047,5.214,-40.671265,-7.42089,5,6,6,6
11,1765,223,0,0,0,0,0.073,0.268,0.284,0,0.715,0.303,0.084,0.421,0.067,7.232,-11.449766,-16.996548,5,6,6,6
11,1814,296,0,0.0001786,0,0,0.062,0.306,0.402,0,0.85,0.282,0.095,0.344,0.08,8.373,2.689888,-3.3858325,5,6,6,6
11,1821,145,0,0,0,5.58E-05,0.058,0.177,0.287,0,0.759,0.434,0.084,0.078,0.046,10.325,-1.1212013,-30.513863,5,6,6,6
11,1837,170,0,0,0.001,0.0008261,0.007,0.163,0.249,0.003,1.271,0.291,0.053,0.06,0.035,6.625,24.937918,-4.3986983,5,6,6,6
